------------------------------------------------
Job ID: 39047900
Run on host: compg011.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Sun Mar 14 15:49:16 GMT 2021
------------------------------------------------
Loading ABIDE train data.
The data was balanced for  sex .
Loading ABIDE   val data.
Number of GPUs:  2
Epoch decay:  30
Gamma decay:  0.5

Full model is being trained with random initialization.
Start:  2021-03-14 15:49:23.743151
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.100 |train ent: 0.88119 |train ent ravg: 0.88119 |train acc:  0.50773 |train acc ravg:  0.50773 |val ent: 0.58586 |val entravg: 0.58586 |val acc:  0.74254 |val acc ravg:  0.74254 |
|epoch:   1 | lr: 0.100 |train ent: 0.73399 |train ent ravg: 0.80759 |train acc:  0.48325 |train acc ravg:  0.49549 |val ent: 0.66754 |val entravg: 0.62670 |val acc:  0.73881 |val acc ravg:  0.74067 |
|epoch:   2 | lr: 0.100 |train ent: 0.71907 |train ent ravg: 0.77809 |train acc:  0.48711 |train acc ravg:  0.49270 |val ent: 0.64454 |val entravg: 0.63265 |val acc:  0.73881 |val acc ravg:  0.74005 |
|epoch:   3 | lr: 0.100 |train ent: 0.72472 |train ent ravg: 0.76474 |train acc:  0.50515 |train acc ravg:  0.49581 |val ent: 0.57640 |val entravg: 0.61858 |val acc:  0.73881 |val acc ravg:  0.73974 |
|epoch:   4 | lr: 0.100 |train ent: 0.73381 |train ent ravg: 0.75856 |train acc:  0.49227 |train acc ravg:  0.49510 |val ent: 0.83885 |val entravg: 0.66264 |val acc:  0.26119 |val acc ravg:  0.64403 |
|epoch:   5 | lr: 0.100 |train ent: 0.71549 |train ent ravg: 0.72542 |train acc:  0.53222 |train acc ravg:  0.50000 |val ent: 0.76232 |val entravg: 0.69793 |val acc:  0.26119 |val acc ravg:  0.54776 |
|epoch:   6 | lr: 0.100 |train ent: 0.72083 |train ent ravg: 0.72278 |train acc:  0.47294 |train acc ravg:  0.49794 |val ent: 0.58151 |val entravg: 0.68073 |val acc:  0.73881 |val acc ravg:  0.54776 |
|epoch:   7 | lr: 0.100 |train ent: 0.73932 |train ent ravg: 0.72683 |train acc:  0.46907 |train acc ravg:  0.49433 |val ent: 0.67172 |val entravg: 0.68616 |val acc:  0.74254 |val acc ravg:  0.54851 |
|epoch:   8 | lr: 0.100 |train ent: 0.71298 |train ent ravg: 0.72449 |train acc:  0.53351 |train acc ravg:  0.50000 |val ent: 0.71493 |val entravg: 0.71387 |val acc:  0.26119 |val acc ravg:  0.45299 |
|epoch:   9 | lr: 0.100 |train ent: 0.75487 |train ent ravg: 0.72870 |train acc:  0.46778 |train acc ravg:  0.49510 |val ent: 0.60168 |val entravg: 0.66643 |val acc:  0.73881 |val acc ravg:  0.54851 |
|epoch:  10 | lr: 0.100 |train ent: 0.72266 |train ent ravg: 0.73013 |train acc:  0.47552 |train acc ravg:  0.48376 |val ent: 0.61170 |val entravg: 0.63631 |val acc:  0.73881 |val acc ravg:  0.64403 |
|epoch:  11 | lr: 0.100 |train ent: 0.71599 |train ent ravg: 0.72917 |train acc:  0.50902 |train acc ravg:  0.49098 |val ent: 0.67237 |val entravg: 0.65448 |val acc:  0.73881 |val acc ravg:  0.64403 |
