------------------------------------------------
Job ID: 42126544
Run on host: compg009.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Sat Mar 27 22:54:05 GMT 2021
------------------------------------------------
Test (in contrast to train):  False
Loading ABIDE train data.
Loading ABIDE   val data.
Load model for age - run: 0
Number of GPUs:  2
Epoch decay:  8
Gamma decay:  0.5

Final layer of model is being trained.
Start:  2021-03-27 22:54:12.178016
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.100 |train kld: 1.75107 |train kld ravg: 1.75107 |train mae:  5.69210 |train mae ravg:  5.69210 |val kld: 1.55024 |val kldravg: 1.55024 |val mae:  4.80540 |val mae ravg:  4.80540 |
|epoch:   1 | lr: 0.100 |train kld: 1.76455 |train kld ravg: 1.75781 |train mae:  5.00159 |train mae ravg:  5.34684 |val kld: 1.60649 |val kldravg: 1.57837 |val mae:  6.01916 |val mae ravg:  5.41228 |
|epoch:   2 | lr: 0.100 |train kld: 1.74074 |train kld ravg: 1.75212 |train mae:  4.77552 |train mae ravg:  5.15640 |val kld: 1.47906 |val kldravg: 1.54527 |val mae:  4.37425 |val mae ravg:  5.06627 |
|epoch:   3 | lr: 0.100 |train kld: 1.76916 |train kld ravg: 1.75638 |train mae:  4.89847 |train mae ravg:  5.09192 |val kld: 1.52045 |val kldravg: 1.53906 |val mae:  4.44754 |val mae ravg:  4.91159 |
|epoch:   4 | lr: 0.100 |train kld: 1.82865 |train kld ravg: 1.77083 |train mae:  4.73269 |train mae ravg:  5.02007 |val kld: 1.70839 |val kldravg: 1.57293 |val mae:  5.40634 |val mae ravg:  5.01054 |
|epoch:   5 | lr: 0.100 |train kld: 1.86382 |train kld ravg: 1.79338 |train mae:  4.85686 |train mae ravg:  4.85303 |val kld: 1.53978 |val kldravg: 1.57083 |val mae:  4.43919 |val mae ravg:  4.93730 |
|epoch:   6 | lr: 0.100 |train kld: 1.80266 |train kld ravg: 1.80101 |train mae:  4.67517 |train mae ravg:  4.78774 |val kld: 1.49244 |val kldravg: 1.54802 |val mae:  4.61685 |val mae ravg:  4.65683 |
|epoch:   7 | lr: 0.100 |train kld: 1.83634 |train kld ravg: 1.82013 |train mae:  4.66655 |train mae ravg:  4.76595 |val kld: 1.80896 |val kldravg: 1.61401 |val mae:  4.06549 |val mae ravg:  4.59508 |
|epoch:   8 | lr: 0.050 |train kld: 1.63249 |train kld ravg: 1.79279 |train mae:  4.59200 |train mae ravg:  4.70466 |val kld: 1.52222 |val kldravg: 1.61436 |val mae:  4.21458 |val mae ravg:  4.54849 |
|epoch:   9 | lr: 0.050 |train kld: 1.56323 |train kld ravg: 1.73971 |train mae:  4.58546 |train mae ravg:  4.67521 |val kld: 1.60283 |val kldravg: 1.59325 |val mae:  6.05297 |val mae ravg:  4.67781 |
|epoch:  10 | lr: 0.050 |train kld: 1.56679 |train kld ravg: 1.68030 |train mae:  4.58796 |train mae ravg:  4.62143 |val kld: 1.47474 |val kldravg: 1.58024 |val mae:  4.56118 |val mae ravg:  4.70221 |
|epoch:  11 | lr: 0.050 |train kld: 1.59487 |train kld ravg: 1.63874 |train mae:  4.72959 |train mae ravg:  4.63231 |val kld: 1.56460 |val kldravg: 1.59467 |val mae:  4.08881 |val mae ravg:  4.59660 |
|epoch:  12 | lr: 0.050 |train kld: 1.52173 |train kld ravg: 1.57582 |train mae:  4.48396 |train mae ravg:  4.59579 |val kld: 1.45296 |val kldravg: 1.52347 |val mae:  4.71707 |val mae ravg:  4.72692 |
|epoch:  13 | lr: 0.050 |train kld: 1.57845 |train kld ravg: 1.56501 |train mae:  4.69047 |train mae ravg:  4.61549 |val kld: 1.53237 |val kldravg: 1.52550 |val mae:  4.29813 |val mae ravg:  4.74363 |
|epoch:  14 | lr: 0.050 |train kld: 1.58078 |train kld ravg: 1.56852 |train mae:  4.67737 |train mae ravg:  4.63387 |val kld: 1.44806 |val kldravg: 1.49455 |val mae:  4.07404 |val mae ravg:  4.34785 |
|epoch:  15 | lr: 0.050 |train kld: 1.52152 |train kld ravg: 1.55947 |train mae:  4.54348 |train mae ravg:  4.62497 |val kld: 1.48168 |val kldravg: 1.49594 |val mae:  4.30925 |val mae ravg:  4.29746 |
|epoch:  16 | lr: 0.025 |train kld: 1.52193 |train kld ravg: 1.54488 |train mae:  4.65661 |train mae ravg:  4.61038 |val kld: 1.67439 |val kldravg: 1.51789 |val mae:  7.15857 |val mae ravg:  4.91141 |
|epoch:  17 | lr: 0.025 |train kld: 1.49740 |train kld ravg: 1.54002 |train mae:  4.59256 |train mae ravg:  4.63210 |val kld: 1.45130 |val kldravg: 1.51756 |val mae:  4.48513 |val mae ravg:  4.86502 |
|epoch:  18 | lr: 0.025 |train kld: 1.50400 |train kld ravg: 1.52513 |train mae:  4.66072 |train mae ravg:  4.62615 |val kld: 1.48694 |val kldravg: 1.50848 |val mae:  4.60124 |val mae ravg:  4.92565 |
|epoch:  19 | lr: 0.025 |train kld: 1.49512 |train kld ravg: 1.50799 |train mae:  4.55314 |train mae ravg:  4.60130 |val kld: 1.46326 |val kldravg: 1.51151 |val mae:  4.35862 |val mae ravg:  4.98256 |
|epoch:  20 | lr: 0.025 |train kld: 1.49105 |train kld ravg: 1.50190 |train mae:  4.58184 |train mae ravg:  4.60897 |val kld: 1.47893 |val kldravg: 1.51097 |val mae:  4.31457 |val mae ravg:  4.98363 |
|epoch:  21 | lr: 0.025 |train kld: 1.48462 |train kld ravg: 1.49444 |train mae:  4.60851 |train mae ravg:  4.59935 |val kld: 1.49864 |val kldravg: 1.47581 |val mae:  4.13459 |val mae ravg:  4.37883 |
|epoch:  22 | lr: 0.025 |train kld: 1.49438 |train kld ravg: 1.49383 |train mae:  4.61393 |train mae ravg:  4.60363 |val kld: 1.44880 |val kldravg: 1.47531 |val mae:  4.24425 |val mae ravg:  4.33065 |
|epoch:  23 | lr: 0.025 |train kld: 1.50870 |train kld ravg: 1.49478 |train mae:  4.71491 |train mae ravg:  4.61447 |val kld: 1.48447 |val kldravg: 1.47482 |val mae:  4.46825 |val mae ravg:  4.30405 |
|epoch:  24 | lr: 0.013 |train kld: 1.48209 |train kld ravg: 1.49217 |train mae:  4.62984 |train mae ravg:  4.62981 |val kld: 1.43681 |val kldravg: 1.46953 |val mae:  4.39776 |val mae ravg:  4.31188 |
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Finished:  2021-03-27 23:18:24.118590

Correlation between train loss and evaluation: 0.510

----------------------------------------------------------------------------------------------------------------------------------------------------------------
Number of GPUs:  2
Epoch decay:  60
Gamma decay:  0.5

Full model is being trained.
Start:  2021-03-27 23:18:24.122102
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.010 |train kld: 1.38876 |train kld ravg: 1.38876 |train mae:  4.03385 |train mae ravg:  4.03385 |val kld: 1.50106 |val kldravg: 1.50106 |val mae:  6.39883 |val mae ravg:  6.39883 |
|epoch:   1 | lr: 0.010 |train kld: 1.37359 |train kld ravg: 1.38117 |train mae:  3.69395 |train mae ravg:  3.86390 |val kld: 1.26335 |val kldravg: 1.38220 |val mae:  3.10917 |val mae ravg:  4.75400 |
|epoch:   2 | lr: 0.010 |train kld: 1.28947 |train kld ravg: 1.35060 |train mae:  3.54422 |train mae ravg:  3.75734 |val kld: 1.16165 |val kldravg: 1.30868 |val mae:  2.61478 |val mae ravg:  4.04093 |
|epoch:   3 | lr: 0.010 |train kld: 1.25818 |train kld ravg: 1.32750 |train mae:  3.37846 |train mae ravg:  3.66262 |val kld: 1.16086 |val kldravg: 1.27173 |val mae:  2.48135 |val mae ravg:  3.65103 |
|epoch:   4 | lr: 0.010 |train kld: 1.25310 |train kld ravg: 1.31262 |train mae:  3.24741 |train mae ravg:  3.57958 |val kld: 1.11810 |val kldravg: 1.24100 |val mae:  2.36808 |val mae ravg:  3.39444 |
|epoch:   5 | lr: 0.010 |train kld: 1.19786 |train kld ravg: 1.27444 |train mae:  3.07821 |train mae ravg:  3.38845 |val kld: 1.08011 |val kldravg: 1.15681 |val mae:  2.60166 |val mae ravg:  2.63501 |
|epoch:   6 | lr: 0.010 |train kld: 1.12849 |train kld ravg: 1.22542 |train mae:  2.90735 |train mae ravg:  3.23113 |val kld: 1.17533 |val kldravg: 1.13921 |val mae:  2.73690 |val mae ravg:  2.56055 |
|epoch:   7 | lr: 0.010 |train kld: 1.12788 |train kld ravg: 1.19310 |train mae:  2.81211 |train mae ravg:  3.08471 |val kld: 0.99222 |val kldravg: 1.10532 |val mae:  2.23579 |val mae ravg:  2.48476 |
|epoch:   8 | lr: 0.010 |train kld: 1.12242 |train kld ravg: 1.16595 |train mae:  2.85227 |train mae ravg:  2.97947 |val kld: 0.99009 |val kldravg: 1.07117 |val mae:  2.22205 |val mae ravg:  2.43290 |
|epoch:   9 | lr: 0.010 |train kld: 1.09552 |train kld ravg: 1.13443 |train mae:  2.73751 |train mae ravg:  2.87749 |val kld: 1.12662 |val kldravg: 1.07288 |val mae:  3.48803 |val mae ravg:  2.65689 |
|epoch:  10 | lr: 0.010 |train kld: 1.09135 |train kld ravg: 1.11313 |train mae:  2.70723 |train mae ravg:  2.80329 |val kld: 1.00510 |val kldravg: 1.05787 |val mae:  2.45084 |val mae ravg:  2.62672 |
|epoch:  11 | lr: 0.010 |train kld: 1.05967 |train kld ravg: 1.09937 |train mae:  2.51273 |train mae ravg:  2.72437 |val kld: 1.01507 |val kldravg: 1.02582 |val mae:  2.76778 |val mae ravg:  2.63290 |
|epoch:  12 | lr: 0.010 |train kld: 1.05863 |train kld ravg: 1.08552 |train mae:  2.66862 |train mae ravg:  2.69567 |val kld: 1.02115 |val kldravg: 1.03160 |val mae:  2.25217 |val mae ravg:  2.63618 |
