------------------------------------------------
Job ID: 41230568
Run on host: compg010.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Mon Mar 22 16:51:13 GMT 2021
------------------------------------------------
Test (in contrast to train):  False
Loading ABIDE train data.
Loading ABIDE   val data.
Number of GPUs:  2
Epoch decay:  30
Gamma decay:  0.3

Full model is being trained with random initialization.
Start:  2021-03-22 16:51:20.942868
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.010 |train kld: 1.85896 |train kld ravg: 1.85896 |train mae:  9.99323 |train mae ravg:  9.99323 |val kld: 1.82516 |val kldravg: 1.82516 |val mae:  9.72510 |val mae ravg:  9.72510 |
|epoch:   1 | lr: 0.010 |train kld: 1.44558 |train kld ravg: 1.65227 |train mae:  4.75933 |train mae ravg:  7.37628 |val kld: 1.48079 |val kldravg: 1.65297 |val mae:  6.07349 |val mae ravg:  7.89929 |
|epoch:   2 | lr: 0.010 |train kld: 1.34091 |train kld ravg: 1.54848 |train mae:  3.90740 |train mae ravg:  6.21998 |val kld: 1.36600 |val kldravg: 1.55731 |val mae:  3.04789 |val mae ravg:  6.28216 |
|epoch:   3 | lr: 0.010 |train kld: 1.35840 |train kld ravg: 1.50096 |train mae:  4.06041 |train mae ravg:  5.68009 |val kld: 3.24844 |val kldravg: 1.98009 |val mae:  4.67759 |val mae ravg:  5.88102 |
|epoch:   4 | lr: 0.010 |train kld: 1.31372 |train kld ravg: 1.46352 |train mae:  3.76885 |train mae ravg:  5.29784 |val kld: 1.20030 |val kldravg: 1.82414 |val mae:  3.07397 |val mae ravg:  5.31961 |
|epoch:   5 | lr: 0.010 |train kld: 1.28601 |train kld ravg: 1.34893 |train mae:  3.62345 |train mae ravg:  4.02389 |val kld: 1.59954 |val kldravg: 1.77901 |val mae:  6.95045 |val mae ravg:  4.76468 |
|epoch:   6 | lr: 0.010 |train kld: 1.24163 |train kld ravg: 1.30813 |train mae:  3.41393 |train mae ravg:  3.75481 |val kld: 2.29418 |val kldravg: 1.94169 |val mae:  7.68884 |val mae ravg:  5.08775 |
|epoch:   7 | lr: 0.010 |train kld: 1.27204 |train kld ravg: 1.29436 |train mae:  3.52756 |train mae ravg:  3.67884 |val kld: 2.26713 |val kldravg: 2.12192 |val mae:  9.45461 |val mae ravg:  6.36909 |
|epoch:   8 | lr: 0.010 |train kld: 1.24415 |train kld ravg: 1.27151 |train mae:  3.41678 |train mae ravg:  3.55011 |val kld: 1.66606 |val kldravg: 1.80544 |val mae:  3.60174 |val mae ravg:  6.15392 |
|epoch:   9 | lr: 0.010 |train kld: 1.22892 |train kld ravg: 1.25455 |train mae:  3.32048 |train mae ravg:  3.46044 |val kld: 2.84955 |val kldravg: 2.13529 |val mae:  4.63486 |val mae ravg:  6.46610 |
|epoch:  10 | lr: 0.010 |train kld: 1.24965 |train kld ravg: 1.24728 |train mae:  3.46471 |train mae ravg:  3.42869 |val kld: 2.57851 |val kldravg: 2.33109 |val mae:  9.87253 |val mae ravg:  7.05052 |
|epoch:  11 | lr: 0.010 |train kld: 1.28540 |train kld ravg: 1.25603 |train mae:  3.45088 |train mae ravg:  3.43608 |val kld: 1.11302 |val kldravg: 2.09486 |val mae:  2.61852 |val mae ravg:  6.03645 |
|epoch:  12 | lr: 0.010 |train kld: 1.23098 |train kld ravg: 1.24782 |train mae:  3.38929 |train mae ravg:  3.40843 |val kld: 1.37154 |val kldravg: 1.91574 |val mae:  2.99245 |val mae ravg:  4.74402 |
|epoch:  13 | lr: 0.010 |train kld: 1.20478 |train kld ravg: 1.23994 |train mae:  3.26187 |train mae ravg:  3.37745 |val kld: 4.07646 |val kldravg: 2.39782 |val mae:  5.08162 |val mae ravg:  5.04000 |
|epoch:  14 | lr: 0.010 |train kld: 1.20969 |train kld ravg: 1.23610 |train mae:  3.30032 |train mae ravg:  3.37341 |val kld: 1.14355 |val kldravg: 2.05662 |val mae:  2.48519 |val mae ravg:  4.61006 |
|epoch:  15 | lr: 0.010 |train kld: 1.19213 |train kld ravg: 1.22460 |train mae:  3.13181 |train mae ravg:  3.30683 |val kld: 2.03792 |val kldravg: 1.94850 |val mae:  8.37008 |val mae ravg:  4.30957 |
|epoch:  16 | lr: 0.010 |train kld: 1.16385 |train kld ravg: 1.20029 |train mae:  3.10100 |train mae ravg:  3.23686 |val kld: 1.08794 |val kldravg: 1.94348 |val mae:  2.43013 |val mae ravg:  4.27190 |
|epoch:  17 | lr: 0.010 |train kld: 1.14692 |train kld ravg: 1.18347 |train mae:  3.05343 |train mae ravg:  3.16969 |val kld: 1.91114 |val kldravg: 2.05140 |val mae:  3.92834 |val mae ravg:  4.45907 |
|epoch:  18 | lr: 0.010 |train kld: 1.19017 |train kld ravg: 1.18055 |train mae:  3.07349 |train mae ravg:  3.13201 |val kld: 2.87688 |val kldravg: 1.81149 |val mae:  4.48613 |val mae ravg:  4.33998 |
|epoch:  19 | lr: 0.010 |train kld: 1.14123 |train kld ravg: 1.16686 |train mae:  2.92099 |train mae ravg:  3.05614 |val kld: 1.39146 |val kldravg: 1.86107 |val mae:  3.15204 |val mae ravg:  4.47335 |
|epoch:  20 | lr: 0.010 |train kld: 1.15921 |train kld ravg: 1.16028 |train mae:  2.99112 |train mae ravg:  3.02801 |val kld: 2.22495 |val kldravg: 1.89847 |val mae:  11.16636 |val mae ravg:  5.03260 |
|epoch:  21 | lr: 0.010 |train kld: 1.16384 |train kld ravg: 1.16027 |train mae:  2.93608 |train mae ravg:  2.99502 |val kld: 3.28006 |val kldravg: 2.33690 |val mae:  4.24617 |val mae ravg:  5.39581 |
|epoch:  22 | lr: 0.010 |train kld: 1.13293 |train kld ravg: 1.15748 |train mae:  2.85531 |train mae ravg:  2.95540 |val kld: 1.14677 |val kldravg: 2.18402 |val mae:  2.62792 |val mae ravg:  5.13572 |
|epoch:  23 | lr: 0.010 |train kld: 1.17348 |train kld ravg: 1.15414 |train mae:  2.95761 |train mae ravg:  2.93222 |val kld: 1.55053 |val kldravg: 1.91875 |val mae:  3.15227 |val mae ravg:  4.86895 |
|epoch:  24 | lr: 0.010 |train kld: 1.09512 |train kld ravg: 1.14492 |train mae:  2.80930 |train mae ravg:  2.90989 |val kld: 1.79453 |val kldravg: 1.99937 |val mae:  7.59050 |val mae ravg:  5.75664 |
|epoch:  25 | lr: 0.010 |train kld: 1.13518 |train kld ravg: 1.14011 |train mae:  2.87486 |train mae ravg:  2.88663 |val kld: 1.39376 |val kldravg: 1.83313 |val mae:  3.12358 |val mae ravg:  4.14809 |
