------------------------------------------------
Job ID: 42800381
Run on host: compg013.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Sun Apr 4 02:40:27 BST 2021
------------------------------------------------
Test (in contrast to train):  False
Loading ixi train data.
Loading ixi   val data.
Load model for age - run: 0
Initialize classifier layer.
Reinitialize feature layers:  [5, 4, 3, 2, 1, 0]
Number of GPUs:  2
Epoch decay:  8
Gamma decay:  1.0

Final layer of model is being trained.
Start:  2021-04-04 02:40:33.537329
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.100 |train kld: 2.99966 |train kld ravg: 2.99966 |train mae:  14.44899 |train mae ravg:  14.44899 |val kld: 2.89246 |val kldravg: 2.89246 |val mae:  15.34586 |val mae ravg:  15.34586 |
|epoch:   1 | lr: 0.100 |train kld: 3.11511 |train kld ravg: 3.05739 |train mae:  14.82881 |train mae ravg:  14.63890 |val kld: 2.91437 |val kldravg: 2.90341 |val mae:  15.23636 |val mae ravg:  15.29111 |
|epoch:   2 | lr: 0.100 |train kld: 3.16403 |train kld ravg: 3.09293 |train mae:  14.67638 |train mae ravg:  14.65139 |val kld: 2.85235 |val kldravg: 2.88639 |val mae:  15.53371 |val mae ravg:  15.37198 |
|epoch:   3 | lr: 0.100 |train kld: 3.03850 |train kld ravg: 3.07932 |train mae:  15.08990 |train mae ravg:  14.76102 |val kld: 3.16902 |val kldravg: 2.95705 |val mae:  15.44343 |val mae ravg:  15.38984 |
|epoch:   4 | lr: 0.100 |train kld: 3.18425 |train kld ravg: 3.10031 |train mae:  14.35561 |train mae ravg:  14.67994 |val kld: 2.96503 |val kldravg: 2.95865 |val mae:  16.45165 |val mae ravg:  15.60220 |
|epoch:   5 | lr: 0.100 |train kld: 3.24125 |train kld ravg: 3.14863 |train mae:  15.10389 |train mae ravg:  14.81092 |val kld: 2.88247 |val kldravg: 2.95665 |val mae:  15.36798 |val mae ravg:  15.60663 |
|epoch:   6 | lr: 0.100 |train kld: 3.23135 |train kld ravg: 3.17187 |train mae:  15.00250 |train mae ravg:  14.84566 |val kld: 2.95918 |val kldravg: 2.96561 |val mae:  15.20694 |val mae ravg:  15.60074 |
|epoch:   7 | lr: 0.100 |train kld: 3.13071 |train kld ravg: 3.16521 |train mae:  14.51040 |train mae ravg:  14.81246 |val kld: 3.03731 |val kldravg: 3.00260 |val mae:  14.91124 |val mae ravg:  15.47624 |
|epoch:   8 | lr: 0.100 |train kld: 3.19722 |train kld ravg: 3.19695 |train mae:  15.10671 |train mae ravg:  14.81582 |val kld: 3.04556 |val kldravg: 2.97791 |val mae:  14.82629 |val mae ravg:  15.35282 |
|epoch:   9 | lr: 0.100 |train kld: 3.15859 |train kld ravg: 3.19182 |train mae:  14.83514 |train mae ravg:  14.91173 |val kld: 2.90113 |val kldravg: 2.96513 |val mae:  15.90439 |val mae ravg:  15.24337 |
|epoch:  10 | lr: 0.100 |train kld: 3.23702 |train kld ravg: 3.19098 |train mae:  14.70520 |train mae ravg:  14.83199 |val kld: 2.89844 |val kldravg: 2.96832 |val mae:  14.63143 |val mae ravg:  15.09606 |
|epoch:  11 | lr: 0.100 |train kld: 3.10624 |train kld ravg: 3.16596 |train mae:  14.49530 |train mae ravg:  14.73055 |val kld: 2.87985 |val kldravg: 2.95246 |val mae:  15.02640 |val mae ravg:  15.05995 |
|epoch:  12 | lr: 0.100 |train kld: 3.18798 |train kld ravg: 3.17741 |train mae:  14.90809 |train mae ravg:  14.81009 |val kld: 2.84306 |val kldravg: 2.91361 |val mae:  15.41315 |val mae ravg:  15.16033 |
|epoch:  13 | lr: 0.100 |train kld: 3.30840 |train kld ravg: 3.19965 |train mae:  14.72725 |train mae ravg:  14.73420 |val kld: 3.04316 |val kldravg: 2.91313 |val mae:  15.41852 |val mae ravg:  15.27878 |
|epoch:  14 | lr: 0.100 |train kld: 3.26378 |train kld ravg: 3.22068 |train mae:  14.98502 |train mae ravg:  14.76417 |val kld: 2.85461 |val kldravg: 2.90382 |val mae:  14.84504 |val mae ravg:  15.06691 |
|epoch:  15 | lr: 0.100 |train kld: 3.23738 |train kld ravg: 3.22075 |train mae:  14.82595 |train mae ravg:  14.78832 |val kld: 3.08350 |val kldravg: 2.94084 |val mae:  15.77444 |val mae ravg:  15.29551 |
|epoch:  16 | lr: 0.100 |train kld: 3.15113 |train kld ravg: 3.22973 |train mae:  15.27358 |train mae ravg:  14.94398 |val kld: 2.98146 |val kldravg: 2.96116 |val mae:  14.70347 |val mae ravg:  15.23092 |
|epoch:  17 | lr: 0.100 |train kld: 3.17750 |train kld ravg: 3.22764 |train mae:  14.89026 |train mae ravg:  14.94041 |val kld: 3.02816 |val kldravg: 2.99818 |val mae:  14.60927 |val mae ravg:  15.07015 |
|epoch:  18 | lr: 0.100 |train kld: 3.29548 |train kld ravg: 3.22505 |train mae:  14.69934 |train mae ravg:  14.93483 |val kld: 2.69481 |val kldravg: 2.92851 |val mae:  14.54572 |val mae ravg:  14.89559 |
|epoch:  19 | lr: 0.100 |train kld: 3.16330 |train kld ravg: 3.20496 |train mae:  14.87540 |train mae ravg:  14.91291 |val kld: 2.72505 |val kldravg: 2.90260 |val mae:  14.76089 |val mae ravg:  14.87876 |
|epoch:  20 | lr: 0.100 |train kld: 3.29905 |train kld ravg: 3.21729 |train mae:  15.28607 |train mae ravg:  15.00493 |val kld: 2.88972 |val kldravg: 2.86384 |val mae:  14.27538 |val mae ravg:  14.57895 |
|epoch:  21 | lr: 0.100 |train kld: 3.26687 |train kld ravg: 3.24044 |train mae:  15.12402 |train mae ravg:  14.97502 |val kld: 3.02885 |val kldravg: 2.87332 |val mae:  15.63677 |val mae ravg:  14.76561 |
|epoch:  22 | lr: 0.100 |train kld: 3.22417 |train kld ravg: 3.24977 |train mae:  14.76180 |train mae ravg:  14.94933 |val kld: 2.86882 |val kldravg: 2.84145 |val mae:  14.46707 |val mae ravg:  14.73717 |
|epoch:  23 | lr: 0.100 |train kld: 3.23046 |train kld ravg: 3.23677 |train mae:  15.14620 |train mae ravg:  15.03870 |val kld: 2.93639 |val kldravg: 2.88977 |val mae:  15.03523 |val mae ravg:  14.83507 |
|epoch:  24 | lr: 0.100 |train kld: 3.13876 |train kld ravg: 3.23186 |train mae:  14.47872 |train mae ravg:  14.95936 |val kld: 3.00988 |val kldravg: 2.94673 |val mae:  15.64003 |val mae ravg:  15.01090 |
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Finished:  2021-04-04 02:50:49.484471

Correlation between train loss and evaluation: 0.353

----------------------------------------------------------------------------------------------------------------------------------------------------------------
Number of GPUs:  2
Epoch decay:  20
Gamma decay:  0.8

Full model is being trained.
Start:  2021-04-04 02:50:49.489416
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.010 |train kld: 3.03091 |train kld ravg: 3.03091 |train mae:  15.08556 |train mae ravg:  15.08556 |val kld: 2.77296 |val kldravg: 2.77296 |val mae:  15.62568 |val mae ravg:  15.62568 |
|epoch:   1 | lr: 0.010 |train kld: 2.82828 |train kld ravg: 2.92959 |train mae:  14.61049 |train mae ravg:  14.84802 |val kld: 2.84871 |val kldravg: 2.81083 |val mae:  15.94156 |val mae ravg:  15.78362 |
|epoch:   2 | lr: 0.010 |train kld: 2.77723 |train kld ravg: 2.87881 |train mae:  14.81356 |train mae ravg:  14.83654 |val kld: 2.70532 |val kldravg: 2.77566 |val mae:  15.06874 |val mae ravg:  15.54533 |
|epoch:   3 | lr: 0.010 |train kld: 2.72448 |train kld ravg: 2.84022 |train mae:  14.40268 |train mae ravg:  14.72807 |val kld: 2.69401 |val kldravg: 2.75525 |val mae:  15.39705 |val mae ravg:  15.50826 |
|epoch:   4 | lr: 0.010 |train kld: 2.70540 |train kld ravg: 2.81326 |train mae:  14.58360 |train mae ravg:  14.69918 |val kld: 2.70651 |val kldravg: 2.74550 |val mae:  15.47452 |val mae ravg:  15.50151 |
|epoch:   5 | lr: 0.010 |train kld: 2.69232 |train kld ravg: 2.74554 |train mae:  14.47649 |train mae ravg:  14.57736 |val kld: 2.61029 |val kldravg: 2.71297 |val mae:  14.41820 |val mae ravg:  15.26002 |
|epoch:   6 | lr: 0.010 |train kld: 2.66956 |train kld ravg: 2.71380 |train mae:  14.54770 |train mae ravg:  14.56480 |val kld: 2.68007 |val kldravg: 2.67924 |val mae:  15.38429 |val mae ravg:  15.14856 |
|epoch:   7 | lr: 0.010 |train kld: 2.72733 |train kld ravg: 2.70382 |train mae:  14.41756 |train mae ravg:  14.48560 |val kld: 2.64737 |val kldravg: 2.66765 |val mae:  14.65244 |val mae ravg:  15.06530 |
|epoch:   8 | lr: 0.010 |train kld: 2.71504 |train kld ravg: 2.70193 |train mae:  14.30861 |train mae ravg:  14.46679 |val kld: 2.63275 |val kldravg: 2.65540 |val mae:  14.65494 |val mae ravg:  14.91688 |
|epoch:   9 | lr: 0.010 |train kld: 2.72490 |train kld ravg: 2.70583 |train mae:  14.26565 |train mae ravg:  14.40320 |val kld: 2.57770 |val kldravg: 2.62963 |val mae:  13.70463 |val mae ravg:  14.56290 |
|epoch:  10 | lr: 0.010 |train kld: 2.67385 |train kld ravg: 2.70214 |train mae:  14.13797 |train mae ravg:  14.33550 |val kld: 2.55541 |val kldravg: 2.61866 |val mae:  13.63721 |val mae ravg:  14.40670 |
