------------------------------------------------
Job ID: 41310165
Run on host: compg009.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Tue Mar 23 14:37:03 GMT 2021
------------------------------------------------
Test (in contrast to train):  False
Loading ABIDE train data.
Loading ABIDE   val data.
Load model for age - run: 0
Number of GPUs:  2
Epoch decay:  8
Gamma decay:  0.5

Final layer of model is being trained.
Start:  2021-03-23 14:37:10.739069
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.100 |train kld: 1.74478 |train kld ravg: 1.74478 |train mae:  5.73535 |train mae ravg:  5.73535 |val kld: 1.62577 |val kldravg: 1.62577 |val mae:  5.25867 |val mae ravg:  5.25867 |
|epoch:   1 | lr: 0.100 |train kld: 1.79306 |train kld ravg: 1.76892 |train mae:  4.96653 |train mae ravg:  5.35094 |val kld: 1.65387 |val kldravg: 1.63982 |val mae:  4.36812 |val mae ravg:  4.81339 |
|epoch:   2 | lr: 0.100 |train kld: 1.79442 |train kld ravg: 1.77742 |train mae:  4.82570 |train mae ravg:  5.17586 |val kld: 1.47260 |val kldravg: 1.58408 |val mae:  4.76264 |val mae ravg:  4.79647 |
|epoch:   3 | lr: 0.100 |train kld: 1.76136 |train kld ravg: 1.77341 |train mae:  4.72021 |train mae ravg:  5.06195 |val kld: 1.53458 |val kldravg: 1.57170 |val mae:  4.93426 |val mae ravg:  4.83092 |
|epoch:   4 | lr: 0.100 |train kld: 1.79367 |train kld ravg: 1.77746 |train mae:  4.90121 |train mae ravg:  5.02980 |val kld: 1.61967 |val kldravg: 1.58130 |val mae:  4.48594 |val mae ravg:  4.76192 |
|epoch:   5 | lr: 0.100 |train kld: 1.80350 |train kld ravg: 1.78920 |train mae:  4.67602 |train mae ravg:  4.81793 |val kld: 1.79037 |val kldravg: 1.61422 |val mae:  6.48196 |val mae ravg:  5.00658 |
|epoch:   6 | lr: 0.100 |train kld: 1.80153 |train kld ravg: 1.79090 |train mae:  4.70238 |train mae ravg:  4.76510 |val kld: 1.69653 |val kldravg: 1.62275 |val mae:  4.78540 |val mae ravg:  5.09004 |
|epoch:   7 | lr: 0.100 |train kld: 1.87138 |train kld ravg: 1.80629 |train mae:  4.66242 |train mae ravg:  4.73245 |val kld: 1.64200 |val kldravg: 1.65663 |val mae:  5.30521 |val mae ravg:  5.19855 |
|epoch:   8 | lr: 0.050 |train kld: 1.65064 |train kld ravg: 1.78414 |train mae:  4.75578 |train mae ravg:  4.73957 |val kld: 1.47073 |val kldravg: 1.64386 |val mae:  4.19958 |val mae ravg:  5.05162 |
|epoch:   9 | lr: 0.050 |train kld: 1.55315 |train kld ravg: 1.73604 |train mae:  4.55275 |train mae ravg:  4.66987 |val kld: 1.50792 |val kldravg: 1.62151 |val mae:  4.34851 |val mae ravg:  5.02413 |
|epoch:  10 | lr: 0.050 |train kld: 1.54639 |train kld ravg: 1.68462 |train mae:  4.70568 |train mae ravg:  4.67580 |val kld: 1.54143 |val kldravg: 1.57172 |val mae:  4.29308 |val mae ravg:  4.58636 |
