------------------------------------------------
Job ID: 37536217
Run on host: compg010.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Sat Feb 20 22:24:15 GMT 2021
------------------------------------------------
Loading share 1.00 train data.
Loading OASIS   val data.
Number of GPUs:  2

Full model is being trained with random initialization.
Start:  2021-02-20 22:24:21.758433
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.010 |train ent: 0.59103 |train ent ravg: 0.59103 |train acc:  0.67330 |train acc ravg:  0.67330 |val ent: 2.37436 |val entravg: 2.37436 |val acc:  0.44318 |val acc ravg:  0.44318 |
|epoch:   1 | lr: 0.010 |train ent: 0.56104 |train ent ravg: 0.57604 |train acc:  0.70455 |train acc ravg:  0.68892 |val ent: 1.54653 |val entravg: 1.96045 |val acc:  0.45455 |val acc ravg:  0.44886 |
|epoch:   2 | lr: 0.010 |train ent: 0.59261 |train ent ravg: 0.58156 |train acc:  0.70455 |train acc ravg:  0.69413 |val ent: 0.60101 |val entravg: 1.50730 |val acc:  0.75000 |val acc ravg:  0.54924 |
|epoch:   3 | lr: 0.010 |train ent: 0.57858 |train ent ravg: 0.58082 |train acc:  0.71307 |train acc ravg:  0.69886 |val ent: 3.41305 |val entravg: 1.98374 |val acc:  0.54545 |val acc ravg:  0.54830 |
|epoch:   4 | lr: 0.010 |train ent: 0.53592 |train ent ravg: 0.57184 |train acc:  0.72443 |train acc ravg:  0.70398 |val ent: 3.98405 |val entravg: 2.38380 |val acc:  0.54545 |val acc ravg:  0.54773 |
|epoch:   5 | lr: 0.010 |train ent: 0.53223 |train ent ravg: 0.56008 |train acc:  0.73011 |train acc ravg:  0.71534 |val ent: 2.40716 |val entravg: 2.39036 |val acc:  0.45455 |val acc ravg:  0.55000 |
|epoch:   6 | lr: 0.010 |train ent: 0.56581 |train ent ravg: 0.56103 |train acc:  0.71875 |train acc ravg:  0.71818 |val ent: 2.99375 |val entravg: 2.67980 |val acc:  0.54545 |val acc ravg:  0.56818 |
|epoch:   7 | lr: 0.010 |train ent: 0.51856 |train ent ravg: 0.54622 |train acc:  0.74148 |train acc ravg:  0.72557 |val ent: 2.96701 |val entravg: 3.15300 |val acc:  0.45455 |val acc ravg:  0.50909 |
|epoch:   8 | lr: 0.010 |train ent: 0.55496 |train ent ravg: 0.54149 |train acc:  0.73295 |train acc ravg:  0.72955 |val ent: 2.62477 |val entravg: 2.99535 |val acc:  0.45455 |val acc ravg:  0.49091 |
|epoch:   9 | lr: 0.010 |train ent: 0.49275 |train ent ravg: 0.53286 |train acc:  0.77557 |train acc ravg:  0.73977 |val ent: 4.86160 |val entravg: 3.17086 |val acc:  0.45455 |val acc ravg:  0.47273 |
|epoch:  10 | lr: 0.010 |train ent: 0.48196 |train ent ravg: 0.52281 |train acc:  0.74716 |train acc ravg:  0.74318 |val ent: 2.57886 |val entravg: 3.20520 |val acc:  0.45455 |val acc ravg:  0.47273 |
