,epoch,lr,train ent ravg,train acc ravg,val entravg,val acc ravg
0,0.0,0.005,0.85991,0.51675,0.6957,0.53061
1,1.0,0.005,0.79117,0.52255,0.68959,0.56633
2,2.0,0.005,0.76014,0.53265,0.69177,0.58248
3,3.0,0.005,0.74303,0.53866,0.69053,0.58227
4,4.0,0.005,0.73224,0.54433,0.72472,0.57041
5,5.0,0.005,0.69672,0.55206,0.7226,0.57347
6,6.0,0.005,0.6915,0.55722,0.72132,0.57245
7,7.0,0.005,0.68704,0.56186,0.71812,0.56122
8,8.0,0.005,0.68417,0.56598,0.71968,0.54847
9,9.0,0.005,0.68159,0.5701,0.69444,0.54847
10,10.0,0.005,0.68029,0.57526,0.69165,0.54898
11,11.0,0.005,0.67504,0.58557,0.68841,0.55459
12,12.0,0.005,0.67096,0.59304,0.69866,0.54337
13,13.0,0.005,0.66802,0.60284,0.6954,0.55969
14,14.0,0.005,0.66622,0.60284,0.69499,0.55306
15,15.0,0.005,0.65965,0.60954,0.69657,0.5551
16,16.0,0.005,0.65448,0.6183,0.69701,0.54439
17,17.0,0.005,0.65111,0.62088,0.95503,0.54286
18,18.0,0.005,0.64277,0.62912,0.96703,0.52398
19,19.0,0.005,0.63693,0.63943,0.95843,0.52704
20,20.0,0.003,0.63147,0.64923,0.96471,0.5398
21,21.0,0.003,0.61684,0.66005,0.97051,0.53265
22,22.0,0.003,0.60652,0.675,0.73871,0.53929
23,23.0,0.003,0.59366,0.68531,0.75934,0.5551
24,24.0,0.003,0.57402,0.70206,0.77828,0.55867
25,25.0,0.003,0.55332,0.71907,0.76123,0.57143
26,26.0,0.003,0.54697,0.72448,0.74693,0.59184
27,27.0,0.003,0.52927,0.73479,0.71953,0.58878
28,28.0,0.003,0.51962,0.74175,0.95609,0.57296
29,29.0,0.003,0.50802,0.75129,0.96326,0.57041
30,30.0,0.003,0.49528,0.76186,0.95956,0.56735
31,31.0,0.003,0.47507,0.77835,0.97114,0.57551
32,32.0,0.003,0.47384,0.77706,0.97391,0.57398
33,33.0,0.003,0.45018,0.79536,0.8764,0.57704
34,34.0,0.003,0.43501,0.80928,0.8365,0.60867
35,35.0,0.003,0.41231,0.82397,0.94675,0.57602
36,36.0,0.003,0.39067,0.83634,0.92659,0.58316
37,37.0,0.003,0.36117,0.85979,0.90991,0.6199
38,38.0,0.003,0.34693,0.86701,0.7751,0.61939
39,39.0,0.003,0.32693,0.87448,0.81214,0.58673
40,40.0,0.001,0.30761,0.88454,0.71635,0.60612
41,41.0,0.001,0.27842,0.90077,0.71352,0.60816
42,42.0,0.001,0.24515,0.92088,0.71364,0.60816
43,43.0,0.001,0.21694,0.93711,0.68455,0.64184
44,44.0,0.001,0.18881,0.95309,0.64194,0.67704
45,45.0,0.001,0.17912,0.95722,0.60429,0.71735
46,46.0,0.001,0.17155,0.96057,0.59845,0.71837
47,47.0,0.001,0.16225,0.96263,0.59015,0.7199
48,48.0,0.001,0.16315,0.96057,0.59519,0.71276
49,49.0,0.001,0.15864,0.96366,0.60467,0.725
50,50.0,0.001,0.15136,0.96675,0.61803,0.71633
51,51.0,0.001,0.14847,0.96753,0.66564,0.7
52,52.0,0.001,0.14547,0.96907,0.64494,0.72092
53,53.0,0.001,0.13889,0.97191,0.62781,0.71786
54,54.0,0.001,0.13456,0.97191,0.60178,0.71684
55,55.0,0.001,0.12607,0.97448,0.60022,0.71378
56,56.0,0.001,0.12008,0.97526,0.61386,0.70816
57,57.0,0.001,0.11936,0.97345,0.66099,0.66531
58,58.0,0.001,0.11513,0.97397,0.71222,0.65102
59,59.0,0.001,0.11794,0.97062,0.7636,0.63571
