------------------------------------------------
Job ID: 42800378
Run on host: compg011.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Sat Apr 3 23:02:25 BST 2021
------------------------------------------------
Test (in contrast to train):  False
Loading ixi train data.
Loading ixi   val data.
Load model for age - run: 0
Initialize classifier layer.
Reinitialize feature layers:  [5, 4, 3, 2, 1, 0]
Number of GPUs:  2
Epoch decay:  8
Gamma decay:  1.0

Final layer of model is being trained.
Start:  2021-04-03 23:02:32.405597
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.100 |train kld: 3.02360 |train kld ravg: 3.02360 |train mae:  14.68018 |train mae ravg:  14.68018 |val kld: 2.85782 |val kldravg: 2.85782 |val mae:  14.35630 |val mae ravg:  14.35630 |
|epoch:   1 | lr: 0.100 |train kld: 3.16174 |train kld ravg: 3.09267 |train mae:  14.29582 |train mae ravg:  14.48800 |val kld: 2.91994 |val kldravg: 2.88888 |val mae:  13.33565 |val mae ravg:  13.84597 |
|epoch:   2 | lr: 0.100 |train kld: 3.19036 |train kld ravg: 3.12524 |train mae:  14.85033 |train mae ravg:  14.60878 |val kld: 2.93625 |val kldravg: 2.90467 |val mae:  14.24850 |val mae ravg:  13.98015 |
|epoch:   3 | lr: 0.100 |train kld: 3.22480 |train kld ravg: 3.15013 |train mae:  14.56502 |train mae ravg:  14.59784 |val kld: 2.68021 |val kldravg: 2.84856 |val mae:  13.55617 |val mae ravg:  13.87415 |
|epoch:   4 | lr: 0.100 |train kld: 3.26615 |train kld ravg: 3.17333 |train mae:  14.89388 |train mae ravg:  14.65705 |val kld: 3.02124 |val kldravg: 2.88309 |val mae:  13.10794 |val mae ravg:  13.72091 |
|epoch:   5 | lr: 0.100 |train kld: 3.19814 |train kld ravg: 3.20824 |train mae:  14.61509 |train mae ravg:  14.64403 |val kld: 2.93555 |val kldravg: 2.89864 |val mae:  13.16553 |val mae ravg:  13.48276 |
|epoch:   6 | lr: 0.100 |train kld: 3.33144 |train kld ravg: 3.24218 |train mae:  14.61150 |train mae ravg:  14.70716 |val kld: 2.76556 |val kldravg: 2.86776 |val mae:  14.12280 |val mae ravg:  13.64019 |
|epoch:   7 | lr: 0.100 |train kld: 3.29668 |train kld ravg: 3.26344 |train mae:  15.33240 |train mae ravg:  14.80358 |val kld: 2.77707 |val kldravg: 2.83593 |val mae:  13.31329 |val mae ravg:  13.45315 |
|epoch:   8 | lr: 0.100 |train kld: 3.20039 |train kld ravg: 3.25856 |train mae:  14.68801 |train mae ravg:  14.82818 |val kld: 2.80054 |val kldravg: 2.85999 |val mae:  12.86908 |val mae ravg:  13.31573 |
|epoch:   9 | lr: 0.100 |train kld: 3.27666 |train kld ravg: 3.26066 |train mae:  14.88458 |train mae ravg:  14.82631 |val kld: 2.87839 |val kldravg: 2.83142 |val mae:  14.53588 |val mae ravg:  13.60132 |
|epoch:  10 | lr: 0.100 |train kld: 3.17202 |train kld ravg: 3.25544 |train mae:  14.41104 |train mae ravg:  14.78550 |val kld: 3.04027 |val kldravg: 2.85237 |val mae:  13.18782 |val mae ravg:  13.60577 |
|epoch:  11 | lr: 0.100 |train kld: 3.31746 |train kld ravg: 3.25264 |train mae:  14.67192 |train mae ravg:  14.79759 |val kld: 2.93255 |val kldravg: 2.88577 |val mae:  13.53717 |val mae ravg:  13.48865 |
|epoch:  12 | lr: 0.100 |train kld: 3.33545 |train kld ravg: 3.26039 |train mae:  15.05383 |train mae ravg:  14.74187 |val kld: 3.09241 |val kldravg: 2.94883 |val mae:  13.41836 |val mae ravg:  13.50966 |
|epoch:  13 | lr: 0.100 |train kld: 3.46949 |train kld ravg: 3.31421 |train mae:  14.70782 |train mae ravg:  14.74583 |val kld: 3.12361 |val kldravg: 3.01345 |val mae:  14.55779 |val mae ravg:  13.84740 |
|epoch:  14 | lr: 0.100 |train kld: 3.29333 |train kld ravg: 3.31755 |train mae:  15.34230 |train mae ravg:  14.83738 |val kld: 3.00458 |val kldravg: 3.03868 |val mae:  13.05686 |val mae ravg:  13.55160 |
|epoch:  15 | lr: 0.100 |train kld: 3.23431 |train kld ravg: 3.33001 |train mae:  14.93775 |train mae ravg:  14.94272 |val kld: 3.02245 |val kldravg: 3.03512 |val mae:  12.66111 |val mae ravg:  13.44626 |
|epoch:  16 | lr: 0.100 |train kld: 3.38159 |train kld ravg: 3.34283 |train mae:  15.16339 |train mae ravg:  15.04102 |val kld: 3.02464 |val kldravg: 3.05354 |val mae:  13.77927 |val mae ravg:  13.49468 |
|epoch:  17 | lr: 0.100 |train kld: 3.25147 |train kld ravg: 3.32604 |train mae:  15.16107 |train mae ravg:  15.06246 |val kld: 3.04804 |val kldravg: 3.04467 |val mae:  14.15088 |val mae ravg:  13.64118 |
|epoch:  18 | lr: 0.100 |train kld: 3.31293 |train kld ravg: 3.29473 |train mae:  14.52784 |train mae ravg:  15.02647 |val kld: 2.98839 |val kldravg: 3.01762 |val mae:  12.93836 |val mae ravg:  13.31729 |
|epoch:  19 | lr: 0.100 |train kld: 3.29769 |train kld ravg: 3.29560 |train mae:  15.24182 |train mae ravg:  15.00637 |val kld: 3.12696 |val kldravg: 3.04210 |val mae:  15.41691 |val mae ravg:  13.78930 |
|epoch:  20 | lr: 0.100 |train kld: 3.18042 |train kld ravg: 3.28482 |train mae:  14.97321 |train mae ravg:  15.01347 |val kld: 3.02562 |val kldravg: 3.04273 |val mae:  13.12949 |val mae ravg:  13.88298 |
|epoch:  21 | lr: 0.100 |train kld: 3.24426 |train kld ravg: 3.25735 |train mae:  14.72930 |train mae ravg:  14.92665 |val kld: 2.73467 |val kldravg: 2.98474 |val mae:  14.31282 |val mae ravg:  13.98969 |
|epoch:  22 | lr: 0.100 |train kld: 3.19330 |train kld ravg: 3.24572 |train mae:  14.34555 |train mae ravg:  14.76354 |val kld: 3.00361 |val kldravg: 2.97585 |val mae:  13.70905 |val mae ravg:  13.90133 |
|epoch:  23 | lr: 0.100 |train kld: 3.13386 |train kld ravg: 3.20990 |train mae:  14.80809 |train mae ravg:  14.81960 |val kld: 2.94184 |val kldravg: 2.96654 |val mae:  14.25607 |val mae ravg:  14.16487 |
|epoch:  24 | lr: 0.100 |train kld: 3.29311 |train kld ravg: 3.20899 |train mae:  14.61668 |train mae ravg:  14.69457 |val kld: 2.81802 |val kldravg: 2.90475 |val mae:  14.67657 |val mae ravg:  14.01680 |
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Finished:  2021-04-03 23:12:47.513855

Correlation between train loss and evaluation: 0.324

----------------------------------------------------------------------------------------------------------------------------------------------------------------
Number of GPUs:  2
Epoch decay:  20
Gamma decay:  0.8

Full model is being trained.
Start:  2021-04-03 23:12:47.517277
----------------------------------------------------------------------------------------------------------------------------------------------------------------
