------------------------------------------------
Job ID: 41668183
Run on host: compg026.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Fri Mar 26 04:36:44 GMT 2021
------------------------------------------------
Test (in contrast to train):  False
Loading ixi train data.
Loading ixi   val data.
Number of GPUs:  2
Epoch decay:  30
Gamma decay:  0.3

Full model is being trained with random initialization.
Start:  2021-03-26 04:36:50.477448
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.010 |train kld: 2.85040 |train kld ravg: 2.85040 |train mae:  14.99704 |train mae ravg:  14.99704 |val kld: 2.78565 |val kldravg: 2.78565 |val mae:  14.64845 |val mae ravg:  14.64845 |
|epoch:   1 | lr: 0.010 |train kld: 2.75796 |train kld ravg: 2.80418 |train mae:  14.35589 |train mae ravg:  14.67647 |val kld: 2.67200 |val kldravg: 2.72882 |val mae:  14.29029 |val mae ravg:  14.46937 |
|epoch:   2 | lr: 0.010 |train kld: 2.70307 |train kld ravg: 2.77048 |train mae:  14.34633 |train mae ravg:  14.56642 |val kld: 2.65760 |val kldravg: 2.70508 |val mae:  14.37294 |val mae ravg:  14.43723 |
|epoch:   3 | lr: 0.010 |train kld: 2.66424 |train kld ravg: 2.74392 |train mae:  14.00256 |train mae ravg:  14.42546 |val kld: 2.62366 |val kldravg: 2.68473 |val mae:  14.28403 |val mae ravg:  14.39893 |
|epoch:   4 | lr: 0.010 |train kld: 2.63953 |train kld ravg: 2.72304 |train mae:  13.99776 |train mae ravg:  14.33992 |val kld: 2.66411 |val kldravg: 2.68060 |val mae:  14.74958 |val mae ravg:  14.46906 |
|epoch:   5 | lr: 0.010 |train kld: 2.61102 |train kld ravg: 2.67516 |train mae:  13.58100 |train mae ravg:  14.05671 |val kld: 2.60085 |val kldravg: 2.64364 |val mae:  13.84866 |val mae ravg:  14.30910 |
|epoch:   6 | lr: 0.010 |train kld: 2.59537 |train kld ravg: 2.64265 |train mae:  13.32791 |train mae ravg:  13.85111 |val kld: 2.55098 |val kldravg: 2.61944 |val mae:  13.27147 |val mae ravg:  14.10533 |
|epoch:   7 | lr: 0.010 |train kld: 2.57686 |train kld ravg: 2.61740 |train mae:  13.23804 |train mae ravg:  13.62945 |val kld: 2.51131 |val kldravg: 2.59018 |val mae:  12.50400 |val mae ravg:  13.73155 |
|epoch:   8 | lr: 0.010 |train kld: 2.54716 |train kld ravg: 2.59399 |train mae:  12.68770 |train mae ravg:  13.36648 |val kld: 2.61178 |val kldravg: 2.58781 |val mae:  13.49636 |val mae ravg:  13.57401 |
|epoch:   9 | lr: 0.010 |train kld: 2.53109 |train kld ravg: 2.57230 |train mae:  12.31670 |train mae ravg:  13.03027 |val kld: 2.93298 |val kldravg: 2.64158 |val mae:  16.99766 |val mae ravg:  14.02363 |
|epoch:  10 | lr: 0.010 |train kld: 2.54335 |train kld ravg: 2.55877 |train mae:  12.58800 |train mae ravg:  12.83167 |val kld: 2.58721 |val kldravg: 2.63885 |val mae:  13.58127 |val mae ravg:  13.97015 |
|epoch:  11 | lr: 0.010 |train kld: 2.52768 |train kld ravg: 2.54523 |train mae:  12.46929 |train mae ravg:  12.65995 |val kld: 2.49035 |val kldravg: 2.62673 |val mae:  12.12407 |val mae ravg:  13.74067 |
|epoch:  12 | lr: 0.010 |train kld: 2.48826 |train kld ravg: 2.52751 |train mae:  12.13871 |train mae ravg:  12.44008 |val kld: 2.97465 |val kldravg: 2.71939 |val mae:  17.06750 |val mae ravg:  14.65337 |
|epoch:  13 | lr: 0.010 |train kld: 2.52307 |train kld ravg: 2.52269 |train mae:  12.10985 |train mae ravg:  12.32451 |val kld: 2.65086 |val kldravg: 2.72721 |val mae:  13.91556 |val mae ravg:  14.73721 |
