------------------------------------------------
Job ID: 37538023
Run on host: compg013.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Tue Feb 23 05:53:24 GMT 2021
------------------------------------------------
Loading share 1.00 train data.
Loading OASIS   val data.
Load model for age - run: 0
Number of GPUs:  2

Final layer of model is being trained.
Start:  2021-02-23 05:53:30.620744
----------------------------------------------------------------------------------------------------------------------------------------------------------------
|epoch:   0 | lr: 0.100 |train ent: 0.77701 |train ent ravg: 0.77701 |train acc:  0.57670 |train acc ravg:  0.57670 |val ent: 0.70083 |val entravg: 0.70083 |val acc:  0.56818 |val acc ravg:  0.56818 |
|epoch:   1 | lr: 0.100 |train ent: 0.69372 |train ent ravg: 0.73537 |train acc:  0.58807 |train acc ravg:  0.58239 |val ent: 0.67350 |val entravg: 0.68717 |val acc:  0.67045 |val acc ravg:  0.61932 |
|epoch:   2 | lr: 0.100 |train ent: 0.61587 |train ent ravg: 0.69554 |train acc:  0.67614 |train acc ravg:  0.61364 |val ent: 0.79532 |val entravg: 0.72322 |val acc:  0.47727 |val acc ravg:  0.57197 |
|epoch:   3 | lr: 0.100 |train ent: 0.63818 |train ent ravg: 0.68120 |train acc:  0.67614 |train acc ravg:  0.62926 |val ent: 0.73294 |val entravg: 0.72565 |val acc:  0.55682 |val acc ravg:  0.56818 |
|epoch:   4 | lr: 0.100 |train ent: 0.58358 |train ent ravg: 0.66167 |train acc:  0.72159 |train acc ravg:  0.64773 |val ent: 0.87357 |val entravg: 0.75523 |val acc:  0.46591 |val acc ravg:  0.54773 |
|epoch:   5 | lr: 0.100 |train ent: 0.59354 |train ent ravg: 0.62498 |train acc:  0.71591 |train acc ravg:  0.67557 |val ent: 0.73596 |val entravg: 0.76226 |val acc:  0.61364 |val acc ravg:  0.55682 |
|epoch:   6 | lr: 0.100 |train ent: 0.68694 |train ent ravg: 0.62362 |train acc:  0.68466 |train acc ravg:  0.69489 |val ent: 0.73516 |val entravg: 0.77459 |val acc:  0.51136 |val acc ravg:  0.52500 |
|epoch:   7 | lr: 0.100 |train ent: 0.54935 |train ent ravg: 0.61032 |train acc:  0.74716 |train acc ravg:  0.70909 |val ent: 0.76523 |val entravg: 0.76857 |val acc:  0.55682 |val acc ravg:  0.54091 |
|epoch:   8 | lr: 0.100 |train ent: 0.57448 |train ent ravg: 0.59758 |train acc:  0.73011 |train acc ravg:  0.71989 |val ent: 1.00903 |val entravg: 0.82379 |val acc:  0.48864 |val acc ravg:  0.52727 |
|epoch:   9 | lr: 0.100 |train ent: 0.55279 |train ent ravg: 0.59142 |train acc:  0.73580 |train acc ravg:  0.72273 |val ent: 0.68602 |val entravg: 0.78628 |val acc:  0.69318 |val acc ravg:  0.57273 |
|epoch:  10 | lr: 0.100 |train ent: 0.51383 |train ent ravg: 0.57548 |train acc:  0.75284 |train acc ravg:  0.73011 |val ent: 0.76949 |val entravg: 0.79299 |val acc:  0.60227 |val acc ravg:  0.57045 |
